synthetic_id,model_spec_version,source_synthetic_id,anchor_index,variant_number,anchor_recording_uid,anchor_recording_id,tissue,scenario_family,scenario_level_number,scenario_level,target_parameters,added_parameter,added_component,target_status,target_status_reason,duration_days,forskolin_day_original,forskolin_day_zero,drift_reference_day_original,drift_reference_day_zero,profiled_initial_phase_radians,fit_pre_amplitude,fit_post_amplitude,fit_pre_period_hours,fit_post_period_hours,fit_pre_envelope_log_rate_per_day,fit_post_envelope_log_rate_per_day,fit_baseline_step,fit_phase_shift_angle_radians,fit_linear_drift_slope_per_day,fit_signed_acute_transient_amplitude,fit_phase_shift_hours
SYN_A001_1B-L1m2_V001__phase_shift_hours__S05,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V001,1,1,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,phase_shift_hours,5,S5_pre_envelope,fit_phase_shift_angle_radians,fit_pre_envelope_log_rate_per_day,pre_envelope,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.0,24.0,-0.2872956732461449,0.0,0.0,2.095561338379053,0.0,0.0,8.00445469332706
SYN_A001_1B-L1m2_V001__phase_shift_hours__S06,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V001,1,1,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,phase_shift_hours,6,S6_post_envelope,fit_phase_shift_angle_radians,fit_post_envelope_log_rate_per_day,post_envelope,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.0,24.0,0.0,-0.1956105711943346,0.0,2.095561338379053,0.0,0.0,8.00445469332706
SYN_A001_1B-L1m2_V001__phase_shift_hours__S07,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V001,1,1,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,phase_shift_hours,7,S7_linear_drift,fit_phase_shift_angle_radians,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.0,24.0,0.0,0.0,0.0,2.095561338379053,0.1185092590390338,0.0,8.00445469332706
SYN_A001_1B-L1m2_V001__phase_shift_hours__S08,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V001,1,1,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,phase_shift_hours,8,S8_baseline_step,fit_phase_shift_angle_radians,fit_baseline_step,baseline_step,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.0,24.0,0.0,0.0,4.4259644199510095,2.095561338379053,0.0,0.0,8.00445469332706
SYN_A001_1B-L1m2_V001__phase_shift_hours__S09,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V001,1,1,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,phase_shift_hours,9,S9_acute_treatment_transient,fit_phase_shift_angle_radians,fit_signed_acute_transient_amplitude,acute_treatment_transient,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.0,24.0,0.0,0.0,0.0,2.095561338379053,0.0,-0.7033150288117362,8.00445469332706
SYN_A001_1B-L1m2_V002__pre_period_hours__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,pre_period_hours,0,S0_target_only,fit_pre_period_hours,none,target_only,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.77450850134201,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A001_1B-L1m2_V002__pre_period_hours__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,pre_period_hours,1,S1_pre_amplitude,fit_pre_period_hours,fit_pre_amplitude,pre_amplitude,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,1.369528134301906,2.0,24.77450850134201,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A001_1B-L1m2_V002__pre_period_hours__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,pre_period_hours,2,S2_pre_envelope,fit_pre_period_hours,fit_pre_envelope_log_rate_per_day,pre_envelope,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.77450850134201,24.0,-0.3198435051855985,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A001_1B-L1m2_V002__pre_period_hours__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,pre_period_hours,3,S3_linear_drift,fit_pre_period_hours,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.77450850134201,24.0,0.0,0.0,0.0,0.0,0.0900131443594376,0.0,0.0
SYN_A001_1B-L1m2_V002__post_period_hours__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,post_period_hours,0,S0_target_only,fit_post_period_hours,none,target_only,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.0,24.931820412060496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A001_1B-L1m2_V002__post_period_hours__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,post_period_hours,1,S1_post_amplitude,fit_post_period_hours,fit_post_amplitude,post_amplitude,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0915102354967305,24.0,24.931820412060496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A001_1B-L1m2_V002__post_period_hours__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,post_period_hours,2,S2_post_envelope,fit_post_period_hours,fit_post_envelope_log_rate_per_day,post_envelope,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.0,24.931820412060496,0.0,-0.1800762040231515,0.0,0.0,0.0,0.0,0.0
SYN_A001_1B-L1m2_V002__post_period_hours__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,post_period_hours,3,S3_linear_drift,fit_post_period_hours,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.0,24.931820412060496,0.0,0.0,0.0,0.0,0.0900131443594376,0.0,0.0
SYN_A001_1B-L1m2_V002__post_period_hours__S04,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,post_period_hours,4,S4_baseline_step,fit_post_period_hours,fit_baseline_step,baseline_step,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.0,24.931820412060496,0.0,0.0,4.477375161082856,0.0,0.0,0.0,0.0
SYN_A001_1B-L1m2_V002__post_period_hours__S05,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,post_period_hours,5,S5_acute_treatment_transient,fit_post_period_hours,fit_signed_acute_transient_amplitude,acute_treatment_transient,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.0,24.931820412060496,0.0,0.0,0.0,0.0,0.0,0.0012650676222418,0.0
SYN_A001_1B-L1m2_V002__pre_amplitude_trajectory__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,pre_amplitude_trajectory,0,S0_target_only,fit_pre_amplitude;fit_pre_envelope_log_rate_per_day,none,target_only,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,1.369528134301906,2.0,24.0,24.0,-0.3198435051855985,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A001_1B-L1m2_V002__pre_amplitude_trajectory__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,pre_amplitude_trajectory,1,S1_pre_period,fit_pre_amplitude;fit_pre_envelope_log_rate_per_day,fit_pre_period_hours,pre_period,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,1.369528134301906,2.0,24.77450850134201,24.0,-0.3198435051855985,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A001_1B-L1m2_V002__pre_amplitude_trajectory__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,pre_amplitude_trajectory,2,S2_linear_drift,fit_pre_amplitude;fit_pre_envelope_log_rate_per_day,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,1.369528134301906,2.0,24.0,24.0,-0.3198435051855985,0.0,0.0,0.0,0.0900131443594376,0.0,0.0
SYN_A001_1B-L1m2_V002__post_amplitude_trajectory__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,post_amplitude_trajectory,0,S0_target_only,fit_post_amplitude;fit_post_envelope_log_rate_per_day,none,target_only,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0915102354967305,24.0,24.0,0.0,-0.1800762040231515,0.0,0.0,0.0,0.0,0.0
SYN_A001_1B-L1m2_V002__post_amplitude_trajectory__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,post_amplitude_trajectory,1,S1_post_period,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_post_period_hours,post_period,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0915102354967305,24.0,24.931820412060496,0.0,-0.1800762040231515,0.0,0.0,0.0,0.0,0.0
SYN_A001_1B-L1m2_V002__post_amplitude_trajectory__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,post_amplitude_trajectory,2,S2_linear_drift,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0915102354967305,24.0,24.0,0.0,-0.1800762040231515,0.0,0.0,0.0900131443594376,0.0,0.0
SYN_A001_1B-L1m2_V002__post_amplitude_trajectory__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,post_amplitude_trajectory,3,S3_baseline_step,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_baseline_step,baseline_step,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0915102354967305,24.0,24.0,0.0,-0.1800762040231515,4.477375161082856,0.0,0.0,0.0,0.0
SYN_A001_1B-L1m2_V002__post_amplitude_trajectory__S04,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,post_amplitude_trajectory,4,S4_acute_treatment_transient,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_signed_acute_transient_amplitude,acute_treatment_transient,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0915102354967305,24.0,24.0,0.0,-0.1800762040231515,0.0,0.0,0.0,0.0012650676222418,0.0
SYN_A001_1B-L1m2_V002__phase_shift_hours__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,phase_shift_hours,0,S0_target_only,fit_phase_shift_angle_radians,none,target_only,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.0,24.0,0.0,0.0,0.0,1.6697650881649686,0.0,0.0,6.378032822009501
SYN_A001_1B-L1m2_V002__phase_shift_hours__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,phase_shift_hours,1,S1_pre_amplitude,fit_phase_shift_angle_radians,fit_pre_amplitude,pre_amplitude,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,1.369528134301906,2.0,24.0,24.0,0.0,0.0,0.0,1.6697650881649686,0.0,0.0,6.378032822009501
SYN_A001_1B-L1m2_V002__phase_shift_hours__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,phase_shift_hours,2,S2_post_amplitude,fit_phase_shift_angle_radians,fit_post_amplitude,post_amplitude,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0915102354967305,24.0,24.0,0.0,0.0,0.0,1.6697650881649686,0.0,0.0,6.378032822009501
SYN_A001_1B-L1m2_V002__phase_shift_hours__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,phase_shift_hours,3,S3_pre_period,fit_phase_shift_angle_radians,fit_pre_period_hours,pre_period,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.77450850134201,24.0,0.0,0.0,0.0,1.6697650881649686,0.0,0.0,6.378032822009501
SYN_A001_1B-L1m2_V002__phase_shift_hours__S04,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,phase_shift_hours,4,S4_post_period,fit_phase_shift_angle_radians,fit_post_period_hours,post_period,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.0,24.931820412060496,0.0,0.0,0.0,1.6697650881649686,0.0,0.0,6.6256653708570115
SYN_A001_1B-L1m2_V002__phase_shift_hours__S05,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,phase_shift_hours,5,S5_pre_envelope,fit_phase_shift_angle_radians,fit_pre_envelope_log_rate_per_day,pre_envelope,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.0,24.0,-0.3198435051855985,0.0,0.0,1.6697650881649686,0.0,0.0,6.378032822009501
SYN_A001_1B-L1m2_V002__phase_shift_hours__S06,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,phase_shift_hours,6,S6_post_envelope,fit_phase_shift_angle_radians,fit_post_envelope_log_rate_per_day,post_envelope,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.0,24.0,0.0,-0.1800762040231515,0.0,1.6697650881649686,0.0,0.0,6.378032822009501
SYN_A001_1B-L1m2_V002__phase_shift_hours__S07,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,phase_shift_hours,7,S7_linear_drift,fit_phase_shift_angle_radians,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.0,24.0,0.0,0.0,0.0,1.6697650881649686,0.0900131443594376,0.0,6.378032822009501
SYN_A001_1B-L1m2_V002__phase_shift_hours__S08,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,phase_shift_hours,8,S8_baseline_step,fit_phase_shift_angle_radians,fit_baseline_step,baseline_step,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.0,24.0,0.0,0.0,4.477375161082856,1.6697650881649686,0.0,0.0,6.378032822009501
SYN_A001_1B-L1m2_V002__phase_shift_hours__S09,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V002,1,2,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,phase_shift_hours,9,S9_acute_treatment_transient,fit_phase_shift_angle_radians,fit_signed_acute_transient_amplitude,acute_treatment_transient,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.0,24.0,0.0,0.0,0.0,1.6697650881649686,0.0,0.0012650676222418,6.378032822009501
SYN_A001_1B-L1m2_V003__pre_period_hours__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V003,1,3,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,pre_period_hours,0,S0_target_only,fit_pre_period_hours,none,target_only,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.823630908591763,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A001_1B-L1m2_V003__pre_period_hours__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V003,1,3,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,pre_period_hours,1,S1_pre_amplitude,fit_pre_period_hours,fit_pre_amplitude,pre_amplitude,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,1.3441082888721776,2.0,24.823630908591763,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A001_1B-L1m2_V003__pre_period_hours__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V003,1,3,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,pre_period_hours,2,S2_pre_envelope,fit_pre_period_hours,fit_pre_envelope_log_rate_per_day,pre_envelope,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.823630908591763,24.0,-0.3352753666626969,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A001_1B-L1m2_V003__pre_period_hours__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V003,1,3,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,pre_period_hours,3,S3_linear_drift,fit_pre_period_hours,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.823630908591763,24.0,0.0,0.0,0.0,0.0,0.0645880227934218,0.0,0.0
SYN_A001_1B-L1m2_V003__post_period_hours__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V003,1,3,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,post_period_hours,0,S0_target_only,fit_post_period_hours,none,target_only,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.0,24.96547878232986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A001_1B-L1m2_V003__post_period_hours__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V003,1,3,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,post_period_hours,1,S1_post_amplitude,fit_post_period_hours,fit_post_amplitude,post_amplitude,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.399445017085607,24.0,24.96547878232986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A001_1B-L1m2_V003__post_period_hours__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V003,1,3,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,post_period_hours,2,S2_post_envelope,fit_post_period_hours,fit_post_envelope_log_rate_per_day,post_envelope,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.0,24.96547878232986,0.0,-0.2301686589843287,0.0,0.0,0.0,0.0,0.0
SYN_A001_1B-L1m2_V003__post_period_hours__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V003,1,3,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,post_period_hours,3,S3_linear_drift,fit_post_period_hours,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.0,24.96547878232986,0.0,0.0,0.0,0.0,0.0645880227934218,0.0,0.0
SYN_A001_1B-L1m2_V003__post_period_hours__S04,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V003,1,3,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,post_period_hours,4,S4_baseline_step,fit_post_period_hours,fit_baseline_step,baseline_step,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.0,24.96547878232986,0.0,0.0,3.953296324552959,0.0,0.0,0.0,0.0
SYN_A001_1B-L1m2_V003__post_period_hours__S05,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V003,1,3,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,post_period_hours,5,S5_acute_treatment_transient,fit_post_period_hours,fit_signed_acute_transient_amplitude,acute_treatment_transient,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.0,24.96547878232986,0.0,0.0,0.0,0.0,0.0,1.4911216847401678,0.0
SYN_A001_1B-L1m2_V003__pre_amplitude_trajectory__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V003,1,3,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,pre_amplitude_trajectory,0,S0_target_only,fit_pre_amplitude;fit_pre_envelope_log_rate_per_day,none,target_only,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,1.3441082888721776,2.0,24.0,24.0,-0.3352753666626969,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A001_1B-L1m2_V003__pre_amplitude_trajectory__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V003,1,3,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,pre_amplitude_trajectory,1,S1_pre_period,fit_pre_amplitude;fit_pre_envelope_log_rate_per_day,fit_pre_period_hours,pre_period,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,1.3441082888721776,2.0,24.823630908591763,24.0,-0.3352753666626969,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A001_1B-L1m2_V003__pre_amplitude_trajectory__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V003,1,3,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,pre_amplitude_trajectory,2,S2_linear_drift,fit_pre_amplitude;fit_pre_envelope_log_rate_per_day,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,1.3441082888721776,2.0,24.0,24.0,-0.3352753666626969,0.0,0.0,0.0,0.0645880227934218,0.0,0.0
SYN_A001_1B-L1m2_V003__post_amplitude_trajectory__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V003,1,3,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,post_amplitude_trajectory,0,S0_target_only,fit_post_amplitude;fit_post_envelope_log_rate_per_day,none,target_only,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.399445017085607,24.0,24.0,0.0,-0.2301686589843287,0.0,0.0,0.0,0.0,0.0
SYN_A001_1B-L1m2_V003__post_amplitude_trajectory__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V003,1,3,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,post_amplitude_trajectory,1,S1_post_period,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_post_period_hours,post_period,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.399445017085607,24.0,24.96547878232986,0.0,-0.2301686589843287,0.0,0.0,0.0,0.0,0.0
SYN_A001_1B-L1m2_V003__post_amplitude_trajectory__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V003,1,3,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,post_amplitude_trajectory,2,S2_linear_drift,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.399445017085607,24.0,24.0,0.0,-0.2301686589843287,0.0,0.0,0.0645880227934218,0.0,0.0
SYN_A001_1B-L1m2_V003__post_amplitude_trajectory__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V003,1,3,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,post_amplitude_trajectory,3,S3_baseline_step,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_baseline_step,baseline_step,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.399445017085607,24.0,24.0,0.0,-0.2301686589843287,3.953296324552959,0.0,0.0,0.0,0.0
SYN_A001_1B-L1m2_V003__post_amplitude_trajectory__S04,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V003,1,3,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,post_amplitude_trajectory,4,S4_acute_treatment_transient,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_signed_acute_transient_amplitude,acute_treatment_transient,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.399445017085607,24.0,24.0,0.0,-0.2301686589843287,0.0,0.0,0.0,1.4911216847401678,0.0
SYN_A001_1B-L1m2_V003__phase_shift_hours__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A001_1B-L1m2_V003,1,3,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,phase_shift_hours,0,S0_target_only,fit_phase_shift_angle_radians,none,target_only,eligible,none,13.05556,7.715275,6.770835,4.201385,3.256945,-1.2032777771125425,2.0,2.0,24.0,24.0,0.0,0.0,0.0,2.609744222555703,0.0,0.0,9.968488637406132
